BUY,CURRENCY,SELL,_id,jam_scrape
18546,GBP,18690,64856a23938acff36e0dec21,2023-06-11 06:30:56.388257
16387,CHF,16507,64856a23938acff36e0dec22,2023-06-11 06:30:56.388257
15899,EUR,16040,64856a23938acff36e0dec23,2023-06-11 06:30:56.388257
14826,USD,14846,64856a23938acff36e0dec24,2023-06-11 06:30:56.388257
11070,CAD,11182,64856a23938acff36e0dec25,2023-06-11 06:30:56.388257
11026,SGD,11049,64856a23938acff36e0dec26,2023-06-11 06:30:56.388257
9958,AUD,9977,64856a23938acff36e0dec27,2023-06-11 06:30:56.388257
8888,NZD,9188,64856a23938acff36e0dec28,2023-06-11 06:30:56.388257
3932,SAR,3979,64856a23938acff36e0dec29,2023-06-11 06:30:56.388257
3208,MYR,3223,64856a23938acff36e0dec2a,2023-06-11 06:30:56.388257
1872,HKD,1913,64856a23938acff36e0dec2b,2023-06-11 06:30:56.388257
427.7,THB,429.5,64856a23938acff36e0dec2c,2023-06-11 06:30:56.388257
105.53,JPY,107.13,64856a23938acff36e0dec2d,2023-06-11 06:30:56.388257
18546,GBP,18690,64856d577910ba750c0f35c1,2023-06-11 06:44:36.055219
16387,CHF,16507,64856d577910ba750c0f35c2,2023-06-11 06:44:36.055219
15899,EUR,16040,64856d577910ba750c0f35c3,2023-06-11 06:44:36.055219
14826,USD,14846,64856d577910ba750c0f35c4,2023-06-11 06:44:36.055219
11070,CAD,11182,64856d577910ba750c0f35c5,2023-06-11 06:44:36.055219
11026,SGD,11049,64856d577910ba750c0f35c6,2023-06-11 06:44:36.055219
9958,AUD,9977,64856d577910ba750c0f35c7,2023-06-11 06:44:36.055219
8888,NZD,9188,64856d577910ba750c0f35c8,2023-06-11 06:44:36.055219
3932,SAR,3979,64856d577910ba750c0f35c9,2023-06-11 06:44:36.055219
3208,MYR,3223,64856d577910ba750c0f35ca,2023-06-11 06:44:36.055219
1872,HKD,1913,64856d577910ba750c0f35cb,2023-06-11 06:44:36.055219
427.7,THB,429.5,64856d577910ba750c0f35cc,2023-06-11 06:44:36.055219
105.53,JPY,107.13,64856d577910ba750c0f35cd,2023-06-11 06:44:36.055219
18546,GBP,18690,64856e98e1917bd8df04ab71,2023-06-11 06:49:57.379916
16387,CHF,16507,64856e98e1917bd8df04ab72,2023-06-11 06:49:57.379916
15899,EUR,16040,64856e98e1917bd8df04ab73,2023-06-11 06:49:57.379916
14826,USD,14846,64856e98e1917bd8df04ab74,2023-06-11 06:49:57.379916
11070,CAD,11182,64856e98e1917bd8df04ab75,2023-06-11 06:49:57.379916
11026,SGD,11049,64856e98e1917bd8df04ab76,2023-06-11 06:49:57.379916
9958,AUD,9977,64856e98e1917bd8df04ab77,2023-06-11 06:49:57.379916
8888,NZD,9188,64856e98e1917bd8df04ab78,2023-06-11 06:49:57.379916
3932,SAR,3979,64856e98e1917bd8df04ab79,2023-06-11 06:49:57.379916
3208,MYR,3223,64856e98e1917bd8df04ab7a,2023-06-11 06:49:57.379916
1872,HKD,1913,64856e98e1917bd8df04ab7b,2023-06-11 06:49:57.379916
427.7,THB,429.5,64856e98e1917bd8df04ab7c,2023-06-11 06:49:57.379916
105.53,JPY,107.13,64856e98e1917bd8df04ab7d,2023-06-11 06:49:57.379916
18546,GBP,18690,648571521564075bd0002211,2023-06-11 07:01:34.75702
16387,CHF,16507,648571521564075bd0002212,2023-06-11 07:01:34.75702
15899,EUR,16040,648571521564075bd0002213,2023-06-11 07:01:34.75702
14826,USD,14846,648571521564075bd0002214,2023-06-11 07:01:34.75702
11070,CAD,11182,648571521564075bd0002215,2023-06-11 07:01:34.75702
11026,SGD,11049,648571521564075bd0002216,2023-06-11 07:01:34.75702
9958,AUD,9977,648571521564075bd0002217,2023-06-11 07:01:34.75702
8888,NZD,9188,648571521564075bd0002218,2023-06-11 07:01:34.75702
3932,SAR,3979,648571521564075bd0002219,2023-06-11 07:01:34.75702
3208,MYR,3223,648571521564075bd000221a,2023-06-11 07:01:34.75702
1872,HKD,1913,648571521564075bd000221b,2023-06-11 07:01:34.75702
427.7,THB,429.5,648571521564075bd000221c,2023-06-11 07:01:34.75702
105.53,JPY,107.13,648571521564075bd000221d,2023-06-11 07:01:34.75702
18546,GBP,18690,6485743d48e85d6c5a0a7d71,2023-06-11 07:14:02.216775
16387,CHF,16507,6485743d48e85d6c5a0a7d72,2023-06-11 07:14:02.216775
15899,EUR,16040,6485743d48e85d6c5a0a7d73,2023-06-11 07:14:02.216775
14826,USD,14846,6485743d48e85d6c5a0a7d74,2023-06-11 07:14:02.216775
11070,CAD,11182,6485743d48e85d6c5a0a7d75,2023-06-11 07:14:02.216775
11026,SGD,11049,6485743d48e85d6c5a0a7d76,2023-06-11 07:14:02.216775
9958,AUD,9977,6485743d48e85d6c5a0a7d77,2023-06-11 07:14:02.216775
8888,NZD,9188,6485743d48e85d6c5a0a7d78,2023-06-11 07:14:02.216775
3932,SAR,3979,6485743d48e85d6c5a0a7d79,2023-06-11 07:14:02.216775
3208,MYR,3223,6485743d48e85d6c5a0a7d7a,2023-06-11 07:14:02.216775
1872,HKD,1913,6485743d48e85d6c5a0a7d7b,2023-06-11 07:14:02.216775
427.7,THB,429.5,6485743d48e85d6c5a0a7d7c,2023-06-11 07:14:02.216775
105.53,JPY,107.13,6485743d48e85d6c5a0a7d7d,2023-06-11 07:14:02.216775
18546,GBP,18690,6485772e7ba58a1f3d0778a1,2023-06-11 07:26:35.154395
16387,CHF,16507,6485772e7ba58a1f3d0778a2,2023-06-11 07:26:35.154395
15899,EUR,16040,6485772e7ba58a1f3d0778a3,2023-06-11 07:26:35.154395
14826,USD,14846,6485772e7ba58a1f3d0778a4,2023-06-11 07:26:35.154395
11070,CAD,11182,6485772e7ba58a1f3d0778a5,2023-06-11 07:26:35.154395
11026,SGD,11049,6485772e7ba58a1f3d0778a6,2023-06-11 07:26:35.154395
9958,AUD,9977,6485772e7ba58a1f3d0778a7,2023-06-11 07:26:35.154395
8888,NZD,9188,6485772e7ba58a1f3d0778a8,2023-06-11 07:26:35.154395
3932,SAR,3979,6485772e7ba58a1f3d0778a9,2023-06-11 07:26:35.154395
3208,MYR,3223,6485772e7ba58a1f3d0778aa,2023-06-11 07:26:35.154395
1872,HKD,1913,6485772e7ba58a1f3d0778ab,2023-06-11 07:26:35.154395
427.7,THB,429.5,6485772e7ba58a1f3d0778ac,2023-06-11 07:26:35.154395
105.53,JPY,107.13,6485772e7ba58a1f3d0778ad,2023-06-11 07:26:35.154395
18546,GBP,18690,648579cbed813a9396024661,2023-06-11 07:37:44.189027
16387,CHF,16507,648579cbed813a9396024662,2023-06-11 07:37:44.189027
15899,EUR,16040,648579cbed813a9396024663,2023-06-11 07:37:44.189027
14826,USD,14846,648579cbed813a9396024664,2023-06-11 07:37:44.189027
11070,CAD,11182,648579cbed813a9396024665,2023-06-11 07:37:44.189027
11026,SGD,11049,648579cbed813a9396024666,2023-06-11 07:37:44.189027
9958,AUD,9977,648579cbed813a9396024667,2023-06-11 07:37:44.189027
8888,NZD,9188,648579cbed813a9396024668,2023-06-11 07:37:44.189027
3932,SAR,3979,648579cbed813a9396024669,2023-06-11 07:37:44.189027
3208,MYR,3223,648579cbed813a939602466a,2023-06-11 07:37:44.189027
1872,HKD,1913,648579cbed813a939602466b,2023-06-11 07:37:44.189027
427.7,THB,429.5,648579cbed813a939602466c,2023-06-11 07:37:44.189027
105.53,JPY,107.13,648579cbed813a939602466d,2023-06-11 07:37:44.189027
18546,GBP,18690,64857c78320988fa9c0068a1,2023-06-11 07:49:09.313752
16387,CHF,16507,64857c78320988fa9c0068a2,2023-06-11 07:49:09.313752
15899,EUR,16040,64857c78320988fa9c0068a3,2023-06-11 07:49:09.313752
14826,USD,14846,64857c78320988fa9c0068a4,2023-06-11 07:49:09.313752
11070,CAD,11182,64857c78320988fa9c0068a5,2023-06-11 07:49:09.313752
11026,SGD,11049,64857c78320988fa9c0068a6,2023-06-11 07:49:09.313752
9958,AUD,9977,64857c78320988fa9c0068a7,2023-06-11 07:49:09.313752
8888,NZD,9188,64857c78320988fa9c0068a8,2023-06-11 07:49:09.313752
3932,SAR,3979,64857c78320988fa9c0068a9,2023-06-11 07:49:09.313752
3208,MYR,3223,64857c78320988fa9c0068aa,2023-06-11 07:49:09.313752
1872,HKD,1913,64857c78320988fa9c0068ab,2023-06-11 07:49:09.313752
427.7,THB,429.5,64857c78320988fa9c0068ac,2023-06-11 07:49:09.313752
105.53,JPY,107.13,64857c78320988fa9c0068ad,2023-06-11 07:49:09.313752
18546,GBP,18690,64857e684175ca388b0388a1,2023-06-11 07:57:25.203374
16387,CHF,16507,64857e684175ca388b0388a2,2023-06-11 07:57:25.203374
15899,EUR,16040,64857e684175ca388b0388a3,2023-06-11 07:57:25.203374
14826,USD,14846,64857e684175ca388b0388a4,2023-06-11 07:57:25.203374
11070,CAD,11182,64857e684175ca388b0388a5,2023-06-11 07:57:25.203374
11026,SGD,11049,64857e684175ca388b0388a6,2023-06-11 07:57:25.203374
9958,AUD,9977,64857e684175ca388b0388a7,2023-06-11 07:57:25.203374
8888,NZD,9188,64857e684175ca388b0388a8,2023-06-11 07:57:25.203374
3932,SAR,3979,64857e684175ca388b0388a9,2023-06-11 07:57:25.203374
3208,MYR,3223,64857e684175ca388b0388aa,2023-06-11 07:57:25.203374
1872,HKD,1913,64857e684175ca388b0388ab,2023-06-11 07:57:25.203374
427.7,THB,429.5,64857e684175ca388b0388ac,2023-06-11 07:57:25.203374
105.53,JPY,107.13,64857e684175ca388b0388ad,2023-06-11 07:57:25.203374
18546,GBP,18690,648582bb419b85e37e067d11,2023-06-11 08:15:52.538995
16387,CHF,16507,648582bb419b85e37e067d12,2023-06-11 08:15:52.538995
15899,EUR,16040,648582bb419b85e37e067d13,2023-06-11 08:15:52.538995
14826,USD,14846,648582bb419b85e37e067d14,2023-06-11 08:15:52.538995
11070,CAD,11182,648582bb419b85e37e067d15,2023-06-11 08:15:52.538995
11026,SGD,11049,648582bb419b85e37e067d16,2023-06-11 08:15:52.538995
9958,AUD,9977,648582bb419b85e37e067d17,2023-06-11 08:15:52.538995
8888,NZD,9188,648582bb419b85e37e067d18,2023-06-11 08:15:52.538995
3932,SAR,3979,648582bb419b85e37e067d19,2023-06-11 08:15:52.538995
3208,MYR,3223,648582bb419b85e37e067d1a,2023-06-11 08:15:52.538995
1872,HKD,1913,648582bb419b85e37e067d1b,2023-06-11 08:15:52.538995
427.7,THB,429.5,648582bb419b85e37e067d1c,2023-06-11 08:15:52.538995
105.53,JPY,107.13,648582bb419b85e37e067d1d,2023-06-11 08:15:52.538995
18546,GBP,18690,6485861c82cf38d7ac02baa1,2023-06-11 08:30:17.071004
16387,CHF,16507,6485861c82cf38d7ac02baa2,2023-06-11 08:30:17.071004
15899,EUR,16040,6485861c82cf38d7ac02baa3,2023-06-11 08:30:17.071004
14826,USD,14846,6485861c82cf38d7ac02baa4,2023-06-11 08:30:17.071004
11070,CAD,11182,6485861c82cf38d7ac02baa5,2023-06-11 08:30:17.071004
11026,SGD,11049,6485861c82cf38d7ac02baa6,2023-06-11 08:30:17.071004
9958,AUD,9977,6485861c82cf38d7ac02baa7,2023-06-11 08:30:17.071004
8888,NZD,9188,6485861c82cf38d7ac02baa8,2023-06-11 08:30:17.071004
3932,SAR,3979,6485861c82cf38d7ac02baa9,2023-06-11 08:30:17.071004
3208,MYR,3223,6485861c82cf38d7ac02baaa,2023-06-11 08:30:17.071004
1872,HKD,1913,6485861c82cf38d7ac02baab,2023-06-11 08:30:17.071004
427.7,THB,429.5,6485861c82cf38d7ac02baac,2023-06-11 08:30:17.071004
105.53,JPY,107.13,6485861c82cf38d7ac02baad,2023-06-11 08:30:17.071004
18546,GBP,18690,6485882705054424c80216a1,2023-06-11 08:38:59.897574
16387,CHF,16507,6485882705054424c80216a2,2023-06-11 08:38:59.897574
15899,EUR,16040,6485882705054424c80216a3,2023-06-11 08:38:59.897574
14826,USD,14846,6485882705054424c80216a4,2023-06-11 08:38:59.897574
11070,CAD,11182,6485882705054424c80216a5,2023-06-11 08:38:59.897574
11026,SGD,11049,6485882705054424c80216a6,2023-06-11 08:38:59.897574
9958,AUD,9977,6485882705054424c80216a7,2023-06-11 08:38:59.897574
8888,NZD,9188,6485882705054424c80216a8,2023-06-11 08:38:59.897574
3932,SAR,3979,6485882705054424c80216a9,2023-06-11 08:38:59.897574
3208,MYR,3223,6485882705054424c80216aa,2023-06-11 08:38:59.897574
1872,HKD,1913,6485882705054424c80216ab,2023-06-11 08:38:59.897574
427.7,THB,429.5,6485882705054424c80216ac,2023-06-11 08:38:59.897574
105.53,JPY,107.13,6485882705054424c80216ad,2023-06-11 08:38:59.897574
18546,GBP,18690,64858a5929b4e2c08e051ea1,2023-06-11 08:48:22.056925
16387,CHF,16507,64858a5929b4e2c08e051ea2,2023-06-11 08:48:22.056925
15899,EUR,16040,64858a5929b4e2c08e051ea3,2023-06-11 08:48:22.056925
14826,USD,14846,64858a5929b4e2c08e051ea4,2023-06-11 08:48:22.056925
11070,CAD,11182,64858a5929b4e2c08e051ea5,2023-06-11 08:48:22.056925
11026,SGD,11049,64858a5929b4e2c08e051ea6,2023-06-11 08:48:22.056925
9958,AUD,9977,64858a5929b4e2c08e051ea7,2023-06-11 08:48:22.056925
8888,NZD,9188,64858a5929b4e2c08e051ea8,2023-06-11 08:48:22.056925
3932,SAR,3979,64858a5929b4e2c08e051ea9,2023-06-11 08:48:22.056925
3208,MYR,3223,64858a5929b4e2c08e051eaa,2023-06-11 08:48:22.056925
1872,HKD,1913,64858a5929b4e2c08e051eab,2023-06-11 08:48:22.056925
427.7,THB,429.5,64858a5929b4e2c08e051eac,2023-06-11 08:48:22.056925
105.53,JPY,107.13,64858a5929b4e2c08e051ead,2023-06-11 08:48:22.056925
18546,GBP,18690,64858c7a1471c0f14b0ca901,2023-06-11 08:57:26.776401
16387,CHF,16507,64858c7a1471c0f14b0ca902,2023-06-11 08:57:26.776401
15899,EUR,16040,64858c7a1471c0f14b0ca903,2023-06-11 08:57:26.776401
14826,USD,14846,64858c7a1471c0f14b0ca904,2023-06-11 08:57:26.776401
11070,CAD,11182,64858c7a1471c0f14b0ca905,2023-06-11 08:57:26.776401
11026,SGD,11049,64858c7a1471c0f14b0ca906,2023-06-11 08:57:26.776401
9958,AUD,9977,64858c7a1471c0f14b0ca907,2023-06-11 08:57:26.776401
8888,NZD,9188,64858c7a1471c0f14b0ca908,2023-06-11 08:57:26.776401
3932,SAR,3979,64858c7a1471c0f14b0ca909,2023-06-11 08:57:26.776401
3208,MYR,3223,64858c7a1471c0f14b0ca90a,2023-06-11 08:57:26.776401
1872,HKD,1913,64858c7a1471c0f14b0ca90b,2023-06-11 08:57:26.776401
427.7,THB,429.5,64858c7a1471c0f14b0ca90c,2023-06-11 08:57:26.776401
105.53,JPY,107.13,64858c7a1471c0f14b0ca90d,2023-06-11 08:57:26.776401
18546,GBP,18690,6485900a5a7ae02cec0e20f1,2023-06-11 09:12:39.392795
16387,CHF,16507,6485900a5a7ae02cec0e20f2,2023-06-11 09:12:39.392795
15899,EUR,16040,6485900a5a7ae02cec0e20f3,2023-06-11 09:12:39.392795
14826,USD,14846,6485900a5a7ae02cec0e20f4,2023-06-11 09:12:39.392795
11070,CAD,11182,6485900a5a7ae02cec0e20f5,2023-06-11 09:12:39.392795
11026,SGD,11049,6485900a5a7ae02cec0e20f6,2023-06-11 09:12:39.392795
9958,AUD,9977,6485900a5a7ae02cec0e20f7,2023-06-11 09:12:39.392795
8888,NZD,9188,6485900a5a7ae02cec0e20f8,2023-06-11 09:12:39.392795
3932,SAR,3979,6485900a5a7ae02cec0e20f9,2023-06-11 09:12:39.392795
3208,MYR,3223,6485900a5a7ae02cec0e20fa,2023-06-11 09:12:39.392795
1872,HKD,1913,6485900a5a7ae02cec0e20fb,2023-06-11 09:12:39.392795
427.7,THB,429.5,6485900a5a7ae02cec0e20fc,2023-06-11 09:12:39.392795
105.53,JPY,107.13,6485900a5a7ae02cec0e20fd,2023-06-11 09:12:39.392795
18546,GBP,18690,6485926e143e8daf960e17c1,2023-06-11 09:22:50.673367
16387,CHF,16507,6485926e143e8daf960e17c2,2023-06-11 09:22:50.673367
15899,EUR,16040,6485926e143e8daf960e17c3,2023-06-11 09:22:50.673367
14826,USD,14846,6485926e143e8daf960e17c4,2023-06-11 09:22:50.673367
11070,CAD,11182,6485926e143e8daf960e17c5,2023-06-11 09:22:50.673367
11026,SGD,11049,6485926e143e8daf960e17c6,2023-06-11 09:22:50.673367
9958,AUD,9977,6485926e143e8daf960e17c7,2023-06-11 09:22:50.673367
8888,NZD,9188,6485926e143e8daf960e17c8,2023-06-11 09:22:50.673367
3932,SAR,3979,6485926e143e8daf960e17c9,2023-06-11 09:22:50.673367
3208,MYR,3223,6485926e143e8daf960e17ca,2023-06-11 09:22:50.673367
1872,HKD,1913,6485926e143e8daf960e17cb,2023-06-11 09:22:50.673367
427.7,THB,429.5,6485926e143e8daf960e17cc,2023-06-11 09:22:50.673367
105.53,JPY,107.13,6485926e143e8daf960e17cd,2023-06-11 09:22:50.673367
18546,GBP,18690,6485950e8d3b9de6100d6a31,2023-06-11 09:34:03.037424
16387,CHF,16507,6485950e8d3b9de6100d6a32,2023-06-11 09:34:03.037424
15899,EUR,16040,6485950e8d3b9de6100d6a33,2023-06-11 09:34:03.037424
14826,USD,14846,6485950e8d3b9de6100d6a34,2023-06-11 09:34:03.037424
11070,CAD,11182,6485950e8d3b9de6100d6a35,2023-06-11 09:34:03.037424
11026,SGD,11049,6485950e8d3b9de6100d6a36,2023-06-11 09:34:03.037424
9958,AUD,9977,6485950e8d3b9de6100d6a37,2023-06-11 09:34:03.037424
8888,NZD,9188,6485950e8d3b9de6100d6a38,2023-06-11 09:34:03.037424
3932,SAR,3979,6485950e8d3b9de6100d6a39,2023-06-11 09:34:03.037424
3208,MYR,3223,6485950e8d3b9de6100d6a3a,2023-06-11 09:34:03.037424
1872,HKD,1913,6485950e8d3b9de6100d6a3b,2023-06-11 09:34:03.037424
427.7,THB,429.5,6485950e8d3b9de6100d6a3c,2023-06-11 09:34:03.037424
105.53,JPY,107.13,6485950e8d3b9de6100d6a3d,2023-06-11 09:34:03.037424
18546,GBP,18690,648595f0d21d2fa20d0ec151,2023-06-11 09:37:49.067544
16387,CHF,16507,648595f0d21d2fa20d0ec152,2023-06-11 09:37:49.067544
15899,EUR,16040,648595f0d21d2fa20d0ec153,2023-06-11 09:37:49.067544
14826,USD,14846,648595f0d21d2fa20d0ec154,2023-06-11 09:37:49.067544
11070,CAD,11182,648595f0d21d2fa20d0ec155,2023-06-11 09:37:49.067544
11026,SGD,11049,648595f0d21d2fa20d0ec156,2023-06-11 09:37:49.067544
9958,AUD,9977,648595f0d21d2fa20d0ec157,2023-06-11 09:37:49.067544
8888,NZD,9188,648595f0d21d2fa20d0ec158,2023-06-11 09:37:49.067544
3932,SAR,3979,648595f0d21d2fa20d0ec159,2023-06-11 09:37:49.067544
3208,MYR,3223,648595f0d21d2fa20d0ec15a,2023-06-11 09:37:49.067544
1872,HKD,1913,648595f0d21d2fa20d0ec15b,2023-06-11 09:37:49.067544
427.7,THB,429.5,648595f0d21d2fa20d0ec15c,2023-06-11 09:37:49.067544
105.53,JPY,107.13,648595f0d21d2fa20d0ec15d,2023-06-11 09:37:49.067544
18546,GBP,18690,64859856a47870f3ac0ff891,2023-06-11 09:48:02.977256
16387,CHF,16507,64859856a47870f3ac0ff892,2023-06-11 09:48:02.977256
15899,EUR,16040,64859856a47870f3ac0ff893,2023-06-11 09:48:02.977256
14826,USD,14846,64859856a47870f3ac0ff894,2023-06-11 09:48:02.977256
11070,CAD,11182,64859856a47870f3ac0ff895,2023-06-11 09:48:02.977256
11026,SGD,11049,64859856a47870f3ac0ff896,2023-06-11 09:48:02.977256
9958,AUD,9977,64859856a47870f3ac0ff897,2023-06-11 09:48:02.977256
8888,NZD,9188,64859856a47870f3ac0ff898,2023-06-11 09:48:02.977256
3932,SAR,3979,64859856a47870f3ac0ff899,2023-06-11 09:48:02.977256
3208,MYR,3223,64859856a47870f3ac0ff89a,2023-06-11 09:48:02.977256
1872,HKD,1913,64859856a47870f3ac0ff89b,2023-06-11 09:48:02.977256
427.7,THB,429.5,64859856a47870f3ac0ff89c,2023-06-11 09:48:02.977256
105.53,JPY,107.13,64859856a47870f3ac0ff89d,2023-06-11 09:48:02.977256
18546,GBP,18690,64859a4a9729786466062521,2023-06-11 09:56:23.100509
16387,CHF,16507,64859a4a9729786466062522,2023-06-11 09:56:23.100509
15899,EUR,16040,64859a4a9729786466062523,2023-06-11 09:56:23.100509
14826,USD,14846,64859a4a9729786466062524,2023-06-11 09:56:23.100509
11070,CAD,11182,64859a4a9729786466062525,2023-06-11 09:56:23.100509
11026,SGD,11049,64859a4a9729786466062526,2023-06-11 09:56:23.100509
9958,AUD,9977,64859a4a9729786466062527,2023-06-11 09:56:23.100509
8888,NZD,9188,64859a4a9729786466062528,2023-06-11 09:56:23.100509
3932,SAR,3979,64859a4a9729786466062529,2023-06-11 09:56:23.100509
3208,MYR,3223,64859a4a972978646606252a,2023-06-11 09:56:23.100509
1872,HKD,1913,64859a4a972978646606252b,2023-06-11 09:56:23.100509
427.7,THB,429.5,64859a4a972978646606252c,2023-06-11 09:56:23.100509
105.53,JPY,107.13,64859a4a972978646606252d,2023-06-11 09:56:23.100509
18546,GBP,18690,64859e6ffcaf8bd73b092a31,2023-06-11 10:14:04.81418
16387,CHF,16507,64859e6ffcaf8bd73b092a32,2023-06-11 10:14:04.81418
15899,EUR,16040,64859e6ffcaf8bd73b092a33,2023-06-11 10:14:04.81418
14826,USD,14846,64859e6ffcaf8bd73b092a34,2023-06-11 10:14:04.81418
11070,CAD,11182,64859e6ffcaf8bd73b092a35,2023-06-11 10:14:04.81418
11026,SGD,11049,64859e6ffcaf8bd73b092a36,2023-06-11 10:14:04.81418
9958,AUD,9977,64859e6ffcaf8bd73b092a37,2023-06-11 10:14:04.81418
8888,NZD,9188,64859e6ffcaf8bd73b092a38,2023-06-11 10:14:04.81418
3932,SAR,3979,64859e6ffcaf8bd73b092a39,2023-06-11 10:14:04.81418
3208,MYR,3223,64859e6ffcaf8bd73b092a3a,2023-06-11 10:14:04.81418
1872,HKD,1913,64859e6ffcaf8bd73b092a3b,2023-06-11 10:14:04.81418
427.7,THB,429.5,64859e6ffcaf8bd73b092a3c,2023-06-11 10:14:04.81418
105.53,JPY,107.13,64859e6ffcaf8bd73b092a3d,2023-06-11 10:14:04.81418
18546,GBP,18690,6485a255ff88101be00d02b1,2023-06-11 10:30:41.63252
16387,CHF,16507,6485a255ff88101be00d02b2,2023-06-11 10:30:41.63252
15899,EUR,16040,6485a255ff88101be00d02b3,2023-06-11 10:30:41.63252
14826,USD,14846,6485a255ff88101be00d02b4,2023-06-11 10:30:41.63252
11070,CAD,11182,6485a255ff88101be00d02b5,2023-06-11 10:30:41.63252
11026,SGD,11049,6485a255ff88101be00d02b6,2023-06-11 10:30:41.63252
9958,AUD,9977,6485a255ff88101be00d02b7,2023-06-11 10:30:41.63252
8888,NZD,9188,6485a255ff88101be00d02b8,2023-06-11 10:30:41.63252
3932,SAR,3979,6485a255ff88101be00d02b9,2023-06-11 10:30:41.63252
3208,MYR,3223,6485a255ff88101be00d02ba,2023-06-11 10:30:41.63252
1872,HKD,1913,6485a255ff88101be00d02bb,2023-06-11 10:30:41.63252
427.7,THB,429.5,6485a255ff88101be00d02bc,2023-06-11 10:30:41.63252
105.53,JPY,107.13,6485a255ff88101be00d02bd,2023-06-11 10:30:41.63252
18546,GBP,18690,6485a5059f6660192d01f991,2023-06-11 10:42:09.951628
16387,CHF,16507,6485a5059f6660192d01f992,2023-06-11 10:42:09.951628
15899,EUR,16040,6485a5059f6660192d01f993,2023-06-11 10:42:09.951628
14826,USD,14846,6485a5059f6660192d01f994,2023-06-11 10:42:09.951628
11070,CAD,11182,6485a5059f6660192d01f995,2023-06-11 10:42:09.951628
11026,SGD,11049,6485a5059f6660192d01f996,2023-06-11 10:42:09.951628
9958,AUD,9977,6485a5059f6660192d01f997,2023-06-11 10:42:09.951628
8888,NZD,9188,6485a5059f6660192d01f998,2023-06-11 10:42:09.951628
3932,SAR,3979,6485a5059f6660192d01f999,2023-06-11 10:42:09.951628
3208,MYR,3223,6485a5059f6660192d01f99a,2023-06-11 10:42:09.951628
1872,HKD,1913,6485a5059f6660192d01f99b,2023-06-11 10:42:09.951628
427.7,THB,429.5,6485a5059f6660192d01f99c,2023-06-11 10:42:09.951628
105.53,JPY,107.13,6485a5059f6660192d01f99d,2023-06-11 10:42:09.951628
18546,GBP,18690,6485a68f7716b60e8d0fa671,2023-06-11 10:48:44.359051
16387,CHF,16507,6485a68f7716b60e8d0fa672,2023-06-11 10:48:44.359051
15899,EUR,16040,6485a68f7716b60e8d0fa673,2023-06-11 10:48:44.359051
14826,USD,14846,6485a68f7716b60e8d0fa674,2023-06-11 10:48:44.359051
11070,CAD,11182,6485a68f7716b60e8d0fa675,2023-06-11 10:48:44.359051
11026,SGD,11049,6485a68f7716b60e8d0fa676,2023-06-11 10:48:44.359051
9958,AUD,9977,6485a68f7716b60e8d0fa677,2023-06-11 10:48:44.359051
8888,NZD,9188,6485a68f7716b60e8d0fa678,2023-06-11 10:48:44.359051
3932,SAR,3979,6485a68f7716b60e8d0fa679,2023-06-11 10:48:44.359051
3208,MYR,3223,6485a68f7716b60e8d0fa67a,2023-06-11 10:48:44.359051
