BUY,CURRENCY,SELL,_id,jam_scrape
9958,AUD,9977,64856e98e1917bd8df04ab91,2023-06-11 06:49:57.383785
8888,NZD,9188,64856e98e1917bd8df04ab92,2023-06-11 06:49:57.383785
3932,SAR,3979,64856e98e1917bd8df04ab93,2023-06-11 06:49:57.383785
3208,MYR,3223,64856e98e1917bd8df04ab94,2023-06-11 06:49:57.383785
1872,HKD,1913,64856e98e1917bd8df04ab95,2023-06-11 06:49:57.383785
427.7,THB,429.5,64856e98e1917bd8df04ab96,2023-06-11 06:49:57.383785
105.53,JPY,107.13,64856e98e1917bd8df04ab97,2023-06-11 06:49:57.383785
18546,GBP,18690,648571521564075bd000222b,2023-06-11 07:01:34.762528
16387,CHF,16507,648571521564075bd000222c,2023-06-11 07:01:34.762528
15899,EUR,16040,648571521564075bd000222d,2023-06-11 07:01:34.762528
14826,USD,14846,648571521564075bd000222e,2023-06-11 07:01:34.762528
11070,CAD,11182,648571521564075bd000222f,2023-06-11 07:01:34.762528
11026,SGD,11049,648571521564075bd0002230,2023-06-11 07:01:34.762528
9958,AUD,9977,648571521564075bd0002231,2023-06-11 07:01:34.762528
8888,NZD,9188,648571521564075bd0002232,2023-06-11 07:01:34.762528
3932,SAR,3979,648571521564075bd0002233,2023-06-11 07:01:34.762528
3208,MYR,3223,648571521564075bd0002234,2023-06-11 07:01:34.762528
1872,HKD,1913,648571521564075bd0002235,2023-06-11 07:01:34.762528
427.7,THB,429.5,648571521564075bd0002236,2023-06-11 07:01:34.762528
105.53,JPY,107.13,648571521564075bd0002237,2023-06-11 07:01:34.762528
18546,GBP,18690,6485743e48e85d6c5a0a7d8b,2023-06-11 07:14:02.224226
16387,CHF,16507,6485743e48e85d6c5a0a7d8c,2023-06-11 07:14:02.224226
15899,EUR,16040,6485743e48e85d6c5a0a7d8d,2023-06-11 07:14:02.224226
14826,USD,14846,6485743e48e85d6c5a0a7d8e,2023-06-11 07:14:02.224226
11070,CAD,11182,6485743e48e85d6c5a0a7d8f,2023-06-11 07:14:02.224226
11026,SGD,11049,6485743e48e85d6c5a0a7d90,2023-06-11 07:14:02.224226
9958,AUD,9977,6485743e48e85d6c5a0a7d91,2023-06-11 07:14:02.224226
8888,NZD,9188,6485743e48e85d6c5a0a7d92,2023-06-11 07:14:02.224226
3932,SAR,3979,6485743e48e85d6c5a0a7d93,2023-06-11 07:14:02.224226
3208,MYR,3223,6485743e48e85d6c5a0a7d94,2023-06-11 07:14:02.224226
1872,HKD,1913,6485743e48e85d6c5a0a7d95,2023-06-11 07:14:02.224226
427.7,THB,429.5,6485743e48e85d6c5a0a7d96,2023-06-11 07:14:02.224226
105.53,JPY,107.13,6485743e48e85d6c5a0a7d97,2023-06-11 07:14:02.224226
18546,GBP,18690,6485772e7ba58a1f3d0778bb,2023-06-11 07:26:35.162309
16387,CHF,16507,6485772e7ba58a1f3d0778bc,2023-06-11 07:26:35.162309
15899,EUR,16040,6485772e7ba58a1f3d0778bd,2023-06-11 07:26:35.162309
14826,USD,14846,6485772e7ba58a1f3d0778be,2023-06-11 07:26:35.162309
11070,CAD,11182,6485772e7ba58a1f3d0778bf,2023-06-11 07:26:35.162309
11026,SGD,11049,6485772e7ba58a1f3d0778c0,2023-06-11 07:26:35.162309
9958,AUD,9977,6485772e7ba58a1f3d0778c1,2023-06-11 07:26:35.162309
8888,NZD,9188,6485772e7ba58a1f3d0778c2,2023-06-11 07:26:35.162309
3932,SAR,3979,6485772e7ba58a1f3d0778c3,2023-06-11 07:26:35.162309
3208,MYR,3223,6485772e7ba58a1f3d0778c4,2023-06-11 07:26:35.162309
1872,HKD,1913,6485772e7ba58a1f3d0778c5,2023-06-11 07:26:35.162309
427.7,THB,429.5,6485772e7ba58a1f3d0778c6,2023-06-11 07:26:35.162309
105.53,JPY,107.13,6485772e7ba58a1f3d0778c7,2023-06-11 07:26:35.162309
18546,GBP,18690,648579cbed813a939602467b,2023-06-11 07:37:44.202144
16387,CHF,16507,648579cbed813a939602467c,2023-06-11 07:37:44.202144
15899,EUR,16040,648579cbed813a939602467d,2023-06-11 07:37:44.202144
14826,USD,14846,648579cbed813a939602467e,2023-06-11 07:37:44.202144
11070,CAD,11182,648579cbed813a939602467f,2023-06-11 07:37:44.202144
11026,SGD,11049,648579cbed813a9396024680,2023-06-11 07:37:44.202144
9958,AUD,9977,648579cbed813a9396024681,2023-06-11 07:37:44.202144
8888,NZD,9188,648579cbed813a9396024682,2023-06-11 07:37:44.202144
3932,SAR,3979,648579cbed813a9396024683,2023-06-11 07:37:44.202144
3208,MYR,3223,648579cbed813a9396024684,2023-06-11 07:37:44.202144
1872,HKD,1913,648579cbed813a9396024685,2023-06-11 07:37:44.202144
427.7,THB,429.5,648579cbed813a9396024686,2023-06-11 07:37:44.202144
105.53,JPY,107.13,648579cbed813a9396024687,2023-06-11 07:37:44.202144
18546,GBP,18690,64857c79320988fa9c0068bb,2023-06-11 07:49:09.318708
16387,CHF,16507,64857c79320988fa9c0068bc,2023-06-11 07:49:09.318708
15899,EUR,16040,64857c79320988fa9c0068bd,2023-06-11 07:49:09.318708
14826,USD,14846,64857c79320988fa9c0068be,2023-06-11 07:49:09.318708
11070,CAD,11182,64857c79320988fa9c0068bf,2023-06-11 07:49:09.318708
11026,SGD,11049,64857c79320988fa9c0068c0,2023-06-11 07:49:09.318708
9958,AUD,9977,64857c79320988fa9c0068c1,2023-06-11 07:49:09.318708
8888,NZD,9188,64857c79320988fa9c0068c2,2023-06-11 07:49:09.318708
3932,SAR,3979,64857c79320988fa9c0068c3,2023-06-11 07:49:09.318708
3208,MYR,3223,64857c79320988fa9c0068c4,2023-06-11 07:49:09.318708
1872,HKD,1913,64857c79320988fa9c0068c5,2023-06-11 07:49:09.318708
427.7,THB,429.5,64857c79320988fa9c0068c6,2023-06-11 07:49:09.318708
105.53,JPY,107.13,64857c79320988fa9c0068c7,2023-06-11 07:49:09.318708
18546,GBP,18690,64857e684175ca388b0388bb,2023-06-11 07:57:25.207087
16387,CHF,16507,64857e684175ca388b0388bc,2023-06-11 07:57:25.207087
15899,EUR,16040,64857e684175ca388b0388bd,2023-06-11 07:57:25.207087
14826,USD,14846,64857e684175ca388b0388be,2023-06-11 07:57:25.207087
11070,CAD,11182,64857e684175ca388b0388bf,2023-06-11 07:57:25.207087
11026,SGD,11049,64857e684175ca388b0388c0,2023-06-11 07:57:25.207087
9958,AUD,9977,64857e684175ca388b0388c1,2023-06-11 07:57:25.207087
8888,NZD,9188,64857e684175ca388b0388c2,2023-06-11 07:57:25.207087
3932,SAR,3979,64857e684175ca388b0388c3,2023-06-11 07:57:25.207087
3208,MYR,3223,64857e684175ca388b0388c4,2023-06-11 07:57:25.207087
1872,HKD,1913,64857e684175ca388b0388c5,2023-06-11 07:57:25.207087
427.7,THB,429.5,64857e684175ca388b0388c6,2023-06-11 07:57:25.207087
105.53,JPY,107.13,64857e684175ca388b0388c7,2023-06-11 07:57:25.207087
18546,GBP,18690,648582bb419b85e37e067d2b,2023-06-11 08:15:52.544159
16387,CHF,16507,648582bb419b85e37e067d2c,2023-06-11 08:15:52.544159
15899,EUR,16040,648582bb419b85e37e067d2d,2023-06-11 08:15:52.544159
14826,USD,14846,648582bb419b85e37e067d2e,2023-06-11 08:15:52.544159
11070,CAD,11182,648582bb419b85e37e067d2f,2023-06-11 08:15:52.544159
11026,SGD,11049,648582bb419b85e37e067d30,2023-06-11 08:15:52.544159
9958,AUD,9977,648582bb419b85e37e067d31,2023-06-11 08:15:52.544159
8888,NZD,9188,648582bb419b85e37e067d32,2023-06-11 08:15:52.544159
3932,SAR,3979,648582bb419b85e37e067d33,2023-06-11 08:15:52.544159
3208,MYR,3223,648582bb419b85e37e067d34,2023-06-11 08:15:52.544159
1872,HKD,1913,648582bb419b85e37e067d35,2023-06-11 08:15:52.544159
427.7,THB,429.5,648582bb419b85e37e067d36,2023-06-11 08:15:52.544159
105.53,JPY,107.13,648582bb419b85e37e067d37,2023-06-11 08:15:52.544159
18546,GBP,18690,6485861c82cf38d7ac02babb,2023-06-11 08:30:17.078124
16387,CHF,16507,6485861c82cf38d7ac02babc,2023-06-11 08:30:17.078124
15899,EUR,16040,6485861c82cf38d7ac02babd,2023-06-11 08:30:17.078124
14826,USD,14846,6485861c82cf38d7ac02babe,2023-06-11 08:30:17.078124
11070,CAD,11182,6485861c82cf38d7ac02babf,2023-06-11 08:30:17.078124
11026,SGD,11049,6485861c82cf38d7ac02bac0,2023-06-11 08:30:17.078124
9958,AUD,9977,6485861c82cf38d7ac02bac1,2023-06-11 08:30:17.078124
8888,NZD,9188,6485861c82cf38d7ac02bac2,2023-06-11 08:30:17.078124
3932,SAR,3979,6485861c82cf38d7ac02bac3,2023-06-11 08:30:17.078124
3208,MYR,3223,6485861c82cf38d7ac02bac4,2023-06-11 08:30:17.078124
1872,HKD,1913,6485861c82cf38d7ac02bac5,2023-06-11 08:30:17.078124
427.7,THB,429.5,6485861c82cf38d7ac02bac6,2023-06-11 08:30:17.078124
105.53,JPY,107.13,6485861c82cf38d7ac02bac7,2023-06-11 08:30:17.078124
18546,GBP,18690,6485882705054424c80216bb,2023-06-11 08:38:59.903661
16387,CHF,16507,6485882705054424c80216bc,2023-06-11 08:38:59.903661
15899,EUR,16040,6485882705054424c80216bd,2023-06-11 08:38:59.903661
14826,USD,14846,6485882705054424c80216be,2023-06-11 08:38:59.903661
11070,CAD,11182,6485882705054424c80216bf,2023-06-11 08:38:59.903661
11026,SGD,11049,6485882705054424c80216c0,2023-06-11 08:38:59.903661
9958,AUD,9977,6485882705054424c80216c1,2023-06-11 08:38:59.903661
8888,NZD,9188,6485882705054424c80216c2,2023-06-11 08:38:59.903661
3932,SAR,3979,6485882705054424c80216c3,2023-06-11 08:38:59.903661
3208,MYR,3223,6485882705054424c80216c4,2023-06-11 08:38:59.903661
1872,HKD,1913,6485882705054424c80216c5,2023-06-11 08:38:59.903661
427.7,THB,429.5,6485882705054424c80216c6,2023-06-11 08:38:59.903661
105.53,JPY,107.13,6485882705054424c80216c7,2023-06-11 08:38:59.903661
18546,GBP,18690,64858a5929b4e2c08e051ebb,2023-06-11 08:48:22.064095
16387,CHF,16507,64858a5929b4e2c08e051ebc,2023-06-11 08:48:22.064095
15899,EUR,16040,64858a5929b4e2c08e051ebd,2023-06-11 08:48:22.064095
14826,USD,14846,64858a5929b4e2c08e051ebe,2023-06-11 08:48:22.064095
11070,CAD,11182,64858a5929b4e2c08e051ebf,2023-06-11 08:48:22.064095
11026,SGD,11049,64858a5929b4e2c08e051ec0,2023-06-11 08:48:22.064095
9958,AUD,9977,64858a5929b4e2c08e051ec1,2023-06-11 08:48:22.064095
8888,NZD,9188,64858a5929b4e2c08e051ec2,2023-06-11 08:48:22.064095
3932,SAR,3979,64858a5929b4e2c08e051ec3,2023-06-11 08:48:22.064095
3208,MYR,3223,64858a5929b4e2c08e051ec4,2023-06-11 08:48:22.064095
1872,HKD,1913,64858a5929b4e2c08e051ec5,2023-06-11 08:48:22.064095
427.7,THB,429.5,64858a5929b4e2c08e051ec6,2023-06-11 08:48:22.064095
105.53,JPY,107.13,64858a5929b4e2c08e051ec7,2023-06-11 08:48:22.064095
18546,GBP,18690,64858c7a1471c0f14b0ca91b,2023-06-11 08:57:26.780436
16387,CHF,16507,64858c7a1471c0f14b0ca91c,2023-06-11 08:57:26.780436
15899,EUR,16040,64858c7a1471c0f14b0ca91d,2023-06-11 08:57:26.780436
14826,USD,14846,64858c7a1471c0f14b0ca91e,2023-06-11 08:57:26.780436
11070,CAD,11182,64858c7a1471c0f14b0ca91f,2023-06-11 08:57:26.780436
11026,SGD,11049,64858c7a1471c0f14b0ca920,2023-06-11 08:57:26.780436
9958,AUD,9977,64858c7a1471c0f14b0ca921,2023-06-11 08:57:26.780436
8888,NZD,9188,64858c7a1471c0f14b0ca922,2023-06-11 08:57:26.780436
3932,SAR,3979,64858c7a1471c0f14b0ca923,2023-06-11 08:57:26.780436
3208,MYR,3223,64858c7a1471c0f14b0ca924,2023-06-11 08:57:26.780436
1872,HKD,1913,64858c7a1471c0f14b0ca925,2023-06-11 08:57:26.780436
427.7,THB,429.5,64858c7a1471c0f14b0ca926,2023-06-11 08:57:26.780436
105.53,JPY,107.13,64858c7a1471c0f14b0ca927,2023-06-11 08:57:26.780436
18546,GBP,18690,6485900a5a7ae02cec0e210b,2023-06-11 09:12:39.401083
16387,CHF,16507,6485900a5a7ae02cec0e210c,2023-06-11 09:12:39.401083
15899,EUR,16040,6485900a5a7ae02cec0e210d,2023-06-11 09:12:39.401083
14826,USD,14846,6485900a5a7ae02cec0e210e,2023-06-11 09:12:39.401083
11070,CAD,11182,6485900a5a7ae02cec0e210f,2023-06-11 09:12:39.401083
11026,SGD,11049,6485900a5a7ae02cec0e2110,2023-06-11 09:12:39.401083
9958,AUD,9977,6485900a5a7ae02cec0e2111,2023-06-11 09:12:39.401083
8888,NZD,9188,6485900a5a7ae02cec0e2112,2023-06-11 09:12:39.401083
3932,SAR,3979,6485900a5a7ae02cec0e2113,2023-06-11 09:12:39.401083
3208,MYR,3223,6485900a5a7ae02cec0e2114,2023-06-11 09:12:39.401083
1872,HKD,1913,6485900a5a7ae02cec0e2115,2023-06-11 09:12:39.401083
427.7,THB,429.5,6485900a5a7ae02cec0e2116,2023-06-11 09:12:39.401083
105.53,JPY,107.13,6485900a5a7ae02cec0e2117,2023-06-11 09:12:39.401083
18546,GBP,18690,6485926e143e8daf960e17db,2023-06-11 09:22:50.677925
16387,CHF,16507,6485926e143e8daf960e17dc,2023-06-11 09:22:50.677925
15899,EUR,16040,6485926e143e8daf960e17dd,2023-06-11 09:22:50.677925
14826,USD,14846,6485926e143e8daf960e17de,2023-06-11 09:22:50.677925
11070,CAD,11182,6485926e143e8daf960e17df,2023-06-11 09:22:50.677925
11026,SGD,11049,6485926e143e8daf960e17e0,2023-06-11 09:22:50.677925
9958,AUD,9977,6485926e143e8daf960e17e1,2023-06-11 09:22:50.677925
8888,NZD,9188,6485926e143e8daf960e17e2,2023-06-11 09:22:50.677925
3932,SAR,3979,6485926e143e8daf960e17e3,2023-06-11 09:22:50.677925
3208,MYR,3223,6485926e143e8daf960e17e4,2023-06-11 09:22:50.677925
1872,HKD,1913,6485926e143e8daf960e17e5,2023-06-11 09:22:50.677925
427.7,THB,429.5,6485926e143e8daf960e17e6,2023-06-11 09:22:50.677925
105.53,JPY,107.13,6485926e143e8daf960e17e7,2023-06-11 09:22:50.677925
18546,GBP,18690,6485950f8d3b9de6100d6a4b,2023-06-11 09:34:03.047124
16387,CHF,16507,6485950f8d3b9de6100d6a4c,2023-06-11 09:34:03.047124
15899,EUR,16040,6485950f8d3b9de6100d6a4d,2023-06-11 09:34:03.047124
14826,USD,14846,6485950f8d3b9de6100d6a4e,2023-06-11 09:34:03.047124
11070,CAD,11182,6485950f8d3b9de6100d6a4f,2023-06-11 09:34:03.047124
11026,SGD,11049,6485950f8d3b9de6100d6a50,2023-06-11 09:34:03.047124
9958,AUD,9977,6485950f8d3b9de6100d6a51,2023-06-11 09:34:03.047124
8888,NZD,9188,6485950f8d3b9de6100d6a52,2023-06-11 09:34:03.047124
3932,SAR,3979,6485950f8d3b9de6100d6a53,2023-06-11 09:34:03.047124
3208,MYR,3223,6485950f8d3b9de6100d6a54,2023-06-11 09:34:03.047124
1872,HKD,1913,6485950f8d3b9de6100d6a55,2023-06-11 09:34:03.047124
427.7,THB,429.5,6485950f8d3b9de6100d6a56,2023-06-11 09:34:03.047124
105.53,JPY,107.13,6485950f8d3b9de6100d6a57,2023-06-11 09:34:03.047124
18546,GBP,18690,648595f1d21d2fa20d0ec16b,2023-06-11 09:37:49.075238
16387,CHF,16507,648595f1d21d2fa20d0ec16c,2023-06-11 09:37:49.075238
15899,EUR,16040,648595f1d21d2fa20d0ec16d,2023-06-11 09:37:49.075238
14826,USD,14846,648595f1d21d2fa20d0ec16e,2023-06-11 09:37:49.075238
11070,CAD,11182,648595f1d21d2fa20d0ec16f,2023-06-11 09:37:49.075238
11026,SGD,11049,648595f1d21d2fa20d0ec170,2023-06-11 09:37:49.075238
9958,AUD,9977,648595f1d21d2fa20d0ec171,2023-06-11 09:37:49.075238
8888,NZD,9188,648595f1d21d2fa20d0ec172,2023-06-11 09:37:49.075238
3932,SAR,3979,648595f1d21d2fa20d0ec173,2023-06-11 09:37:49.075238
3208,MYR,3223,648595f1d21d2fa20d0ec174,2023-06-11 09:37:49.075238
1872,HKD,1913,648595f1d21d2fa20d0ec175,2023-06-11 09:37:49.075238
427.7,THB,429.5,648595f1d21d2fa20d0ec176,2023-06-11 09:37:49.075238
105.53,JPY,107.13,648595f1d21d2fa20d0ec177,2023-06-11 09:37:49.075238
18546,GBP,18690,64859857a47870f3ac0ff8ab,2023-06-11 09:48:02.981129
16387,CHF,16507,64859857a47870f3ac0ff8ac,2023-06-11 09:48:02.981129
15899,EUR,16040,64859857a47870f3ac0ff8ad,2023-06-11 09:48:02.981129
14826,USD,14846,64859857a47870f3ac0ff8ae,2023-06-11 09:48:02.981129
11070,CAD,11182,64859857a47870f3ac0ff8af,2023-06-11 09:48:02.981129
11026,SGD,11049,64859857a47870f3ac0ff8b0,2023-06-11 09:48:02.981129
9958,AUD,9977,64859857a47870f3ac0ff8b1,2023-06-11 09:48:02.981129
8888,NZD,9188,64859857a47870f3ac0ff8b2,2023-06-11 09:48:02.981129
3932,SAR,3979,64859857a47870f3ac0ff8b3,2023-06-11 09:48:02.981129
3208,MYR,3223,64859857a47870f3ac0ff8b4,2023-06-11 09:48:02.981129
1872,HKD,1913,64859857a47870f3ac0ff8b5,2023-06-11 09:48:02.981129
427.7,THB,429.5,64859857a47870f3ac0ff8b6,2023-06-11 09:48:02.981129
105.53,JPY,107.13,64859857a47870f3ac0ff8b7,2023-06-11 09:48:02.981129
18546,GBP,18690,64859a4b972978646606253b,2023-06-11 09:56:23.104545
16387,CHF,16507,64859a4b972978646606253c,2023-06-11 09:56:23.104545
15899,EUR,16040,64859a4b972978646606253d,2023-06-11 09:56:23.104545
14826,USD,14846,64859a4b972978646606253e,2023-06-11 09:56:23.104545
11070,CAD,11182,64859a4b972978646606253f,2023-06-11 09:56:23.104545
11026,SGD,11049,64859a4b9729786466062540,2023-06-11 09:56:23.104545
9958,AUD,9977,64859a4b9729786466062541,2023-06-11 09:56:23.104545
8888,NZD,9188,64859a4b9729786466062542,2023-06-11 09:56:23.104545
3932,SAR,3979,64859a4b9729786466062543,2023-06-11 09:56:23.104545
3208,MYR,3223,64859a4b9729786466062544,2023-06-11 09:56:23.104545
1872,HKD,1913,64859a4b9729786466062545,2023-06-11 09:56:23.104545
427.7,THB,429.5,64859a4b9729786466062546,2023-06-11 09:56:23.104545
105.53,JPY,107.13,64859a4b9729786466062547,2023-06-11 09:56:23.104545
18546,GBP,18690,64859e70fcaf8bd73b092a4b,2023-06-11 10:14:04.825416
16387,CHF,16507,64859e70fcaf8bd73b092a4c,2023-06-11 10:14:04.825416
15899,EUR,16040,64859e70fcaf8bd73b092a4d,2023-06-11 10:14:04.825416
14826,USD,14846,64859e70fcaf8bd73b092a4e,2023-06-11 10:14:04.825416
11070,CAD,11182,64859e70fcaf8bd73b092a4f,2023-06-11 10:14:04.825416
11026,SGD,11049,64859e70fcaf8bd73b092a50,2023-06-11 10:14:04.825416
9958,AUD,9977,64859e70fcaf8bd73b092a51,2023-06-11 10:14:04.825416
8888,NZD,9188,64859e70fcaf8bd73b092a52,2023-06-11 10:14:04.825416
3932,SAR,3979,64859e70fcaf8bd73b092a53,2023-06-11 10:14:04.825416
3208,MYR,3223,64859e70fcaf8bd73b092a54,2023-06-11 10:14:04.825416
1872,HKD,1913,64859e70fcaf8bd73b092a55,2023-06-11 10:14:04.825416
427.7,THB,429.5,64859e70fcaf8bd73b092a56,2023-06-11 10:14:04.825416
105.53,JPY,107.13,64859e70fcaf8bd73b092a57,2023-06-11 10:14:04.825416
18546,GBP,18690,6485a255ff88101be00d02cb,2023-06-11 10:30:41.63867
16387,CHF,16507,6485a255ff88101be00d02cc,2023-06-11 10:30:41.63867
15899,EUR,16040,6485a255ff88101be00d02cd,2023-06-11 10:30:41.63867
14826,USD,14846,6485a255ff88101be00d02ce,2023-06-11 10:30:41.63867
11070,CAD,11182,6485a255ff88101be00d02cf,2023-06-11 10:30:41.63867
11026,SGD,11049,6485a255ff88101be00d02d0,2023-06-11 10:30:41.63867
9958,AUD,9977,6485a255ff88101be00d02d1,2023-06-11 10:30:41.63867
8888,NZD,9188,6485a255ff88101be00d02d2,2023-06-11 10:30:41.63867
3932,SAR,3979,6485a255ff88101be00d02d3,2023-06-11 10:30:41.63867
3208,MYR,3223,6485a255ff88101be00d02d4,2023-06-11 10:30:41.63867
1872,HKD,1913,6485a255ff88101be00d02d5,2023-06-11 10:30:41.63867
427.7,THB,429.5,6485a255ff88101be00d02d6,2023-06-11 10:30:41.63867
105.53,JPY,107.13,6485a255ff88101be00d02d7,2023-06-11 10:30:41.63867
18546,GBP,18690,6485a5059f6660192d01f9ab,2023-06-11 10:42:10.074699
16387,CHF,16507,6485a5059f6660192d01f9ac,2023-06-11 10:42:10.074699
15899,EUR,16040,6485a5059f6660192d01f9ad,2023-06-11 10:42:10.074699
14826,USD,14846,6485a5059f6660192d01f9ae,2023-06-11 10:42:10.074699
11070,CAD,11182,6485a5059f6660192d01f9af,2023-06-11 10:42:10.074699
11026,SGD,11049,6485a5059f6660192d01f9b0,2023-06-11 10:42:10.074699
9958,AUD,9977,6485a5059f6660192d01f9b1,2023-06-11 10:42:10.074699
8888,NZD,9188,6485a5059f6660192d01f9b2,2023-06-11 10:42:10.074699
3932,SAR,3979,6485a5059f6660192d01f9b3,2023-06-11 10:42:10.074699
3208,MYR,3223,6485a5059f6660192d01f9b4,2023-06-11 10:42:10.074699
1872,HKD,1913,6485a5059f6660192d01f9b5,2023-06-11 10:42:10.074699
427.7,THB,429.5,6485a5059f6660192d01f9b6,2023-06-11 10:42:10.074699
105.53,JPY,107.13,6485a5059f6660192d01f9b7,2023-06-11 10:42:10.074699
18546,GBP,18690,6485a6907716b60e8d0fa68b,2023-06-11 10:48:44.367099
16387,CHF,16507,6485a6907716b60e8d0fa68c,2023-06-11 10:48:44.367099
15899,EUR,16040,6485a6907716b60e8d0fa68d,2023-06-11 10:48:44.367099
14826,USD,14846,6485a6907716b60e8d0fa68e,2023-06-11 10:48:44.367099
11070,CAD,11182,6485a6907716b60e8d0fa68f,2023-06-11 10:48:44.367099
11026,SGD,11049,6485a6907716b60e8d0fa690,2023-06-11 10:48:44.367099
9958,AUD,9977,6485a6907716b60e8d0fa691,2023-06-11 10:48:44.367099
8888,NZD,9188,6485a6907716b60e8d0fa692,2023-06-11 10:48:44.367099
3932,SAR,3979,6485a6907716b60e8d0fa693,2023-06-11 10:48:44.367099
3208,MYR,3223,6485a6907716b60e8d0fa694,2023-06-11 10:48:44.367099
